"NPDES DMR Parameter to Pollutant Category Crosswalk"

POLLUTANT_CODE,POLLUTANT_DESC,PARAMETER_CODE,PARAMETER_DESC,COUNT_PERMITS_WITH_LIMITS,CHEMICAL_ABSTRACT_SERVICE_NMBR,SRS_ID,TOXIC_WEIGHTING_FACTOR,QNCR_POLL_CODE,NITROGEN,PHOSPHORUS,ORGANIC_ENRICHMENT,SOLIDS,PATHOGEN_INDICATORS,METALS,CWA_PRIORITY_POLLUTANTS,CERCLA_HAZ_SUBST,TRI_CHEMICALS,TEMPERATURE,GEN_RADIOACTIVITY,RADIONUCLIDES,COLOR,WHOLE_EFFLUENT_TOXICITY,PFAS
"360","Aluminum","01104","Aluminum, total recoverable",7027,"7429905","149476",.06,"Group 1","","","","","","Y","","Y","Y","","","","","",""
"360","Aluminum","01251","Aluminum",1,"7429905","149476",.06,"Group 1","","","","","","Y","","Y","Y","","","","","",""
"360","Aluminum","01105","Aluminum, total (as Al)",8925,"7429905","149476",.06,"Group 1","","","","","","Y","","Y","Y","","","","","",""
"360","Aluminum","01308","Aluminum, potentially dissolvd",7,"7429905","149476",.06,"Group 1","","","","","","Y","","Y","Y","","","","","",""
"360","Aluminum","01108","Aluminum, total sludge, dry wt.",1,"7429905","149476",.06,"Pollutant Not Used for QNCR","","","","","","Y","","Y","Y","","","","","",""
"360","Aluminum","01106","Aluminum, dissolved (as Al)",1881,"7429905","149476",.06,"Group 1","","","","","","Y","","Y","Y","","","","","",""
"360","Aluminum","82056","Aluminum, total",0,"7429905","149476",.06,"Group 1","","","","","","Y","","Y","Y","","","","","",""
"360","Aluminum","1105A","Aluminum",0,"7429905","149476",.06,"Pollutant Not Used for QNCR","","","","","","Y","","Y","Y","","","","","",""
"360","Aluminum","85824","Aluminum, acid soluble",70,"7429905","149476",.06,"Group 1","","","","","","Y","","Y","Y","","","","","",""
"360","Aluminum","1105T","Aluminum [total]",8,"7429905","149476",,"Group 1","","","","","","","","","Y","","","","","",""
"360","Aluminum","51912","Aluminum, total [as Al] [Can Production]",0,"7429905","149476",,"Group 1","","","","","","","","","Y","","","","","",""
"3636","Sand in drilling fluids","00968","Sand in drilling fluids",0,"308075072","17026907",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"365","Aluminum oxide","51772","Aluminum oxide",1,"1344281","86132",,"Group 1","","","","","","","","","Y","","","","","",""
"3666","Selenium","61518","Selenium, sludge solid",195,"7782492","154310",1.12,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"3666","Selenium","01145","Selenium, dissolved (as Se)",240,"7782492","154310",1.12,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"3666","Selenium","01167","Selenium, acid soluble",0,"7782492","154310",1.12,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"3666","Selenium","01148","Selenium, dry weight",1621,"7782492","154310",1.12,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"3666","Selenium","01147","Selenium, total (as Se)",13686,"7782492","154310",1.12,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"3666","Selenium","49031","Selenium, sludge, total dry weight",246,"7782492","154310",1.12,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"3666","Selenium","01323","Selenium, potentially dissolvd",2087,"7782492","154310",1.12,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"3666","Selenium","00981","Selenium, total recoverable",4800,"7782492","154310",1.12,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"3697","Sewer System Overflow [SSO]","51927","Release [Sewer], Dry Weather",184,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"3697","Sewer System Overflow [SSO]","51925","SSO, Dry Weather",246,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"3697","Sewer System Overflow [SSO]","51928","Release [Sewer], Wet Weather",184,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"3697","Sewer System Overflow [SSO]","51926","SSO, Wet Weather",246,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"3708","Silica","00956","Silica, total (as SiO2)",21,"7631869","151977",,"Group 1","","","","","","","","","","","","","","",""
"3708","Silica","00955","Silica, dissolved (as SiO2)",7,"7631869","151977",,"Group 1","","","","","","","","","","","","","","",""
"3708","Silica [Silicone dioxide]","51780","Silica [Silicone dioxide]",0,"7631869","151977",,"Group 1","","","","","","","","","","","","","","",""
"3714","Silver","01075","Silver, dissolved (as Ag)",143,"7440224","149849",16.47,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"3714","Silver","01079","Silver total recoverable",3980,"7440224","149849",16.47,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"3714","Silver","1077D","Silver, total [as Ag] [per discharge]",0,"7440224","149849",16.47,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"3714","Silver","01077","Silver, total (as Ag)",14141,"7440224","149849",16.47,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"3714","Silver","49561","Silver, total dry weight, sludge mt",90,"7440224","149849",16.47,"Pollutant Not Used for QNCR","","","","","","Y","Y","Y","Y","","","","","",""
"3714","Silver","01304","Silver, potentially dissolved",580,"7440224","149849",16.47,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"3714","Silver","00162","Silver, total per batch",0,"7440224","149849",16.47,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"3714","Silver","01078","Silver in bottom deposits (dry wgt)",4,"7440224","149849",16.47,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"3714","Silver","01263","Silver",0,"7440224","149849",16.47,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"375","Ammonia as N","00609","Ammonia nitrogen, total, (as N) 30 day",228,"7664417","152389",.00111,"Pollutant Not Used for QNCR","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia as N","00612","Nitrogen, ammonia, tot unionized (as N)",172,"7664417","152389",.00111,"Group 1","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia as NH3","00619","Ammonia, unionized",482,"7664417","152389",.00111,"Group 1","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia as NH3","00608","Nitrogen, ammonia dissolved",5,"7664417","152389",.00111,"Group 1","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia as N","51446","Nitrogen, Ammonia  Total",452,"7664417","152389",.00111,"Group 1","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia","0610D","Nitrogen, ammonia total [as N] [per discharge]",0,"7664417","152389",.00111,"Group 1","Y","","","","","","","","Y","","","","","",""
"375","Ammonia","0610S","Nitrogen, ammonia total [as N] [per season]",0,"7664417","152389",.00111,"Group 1","Y","","","","","","","","Y","","","","","",""
"375","Ammonia","61536","Nitrogen, ammonia, sludge solid",3,"7664417","152389",.00111,"Pollutant Not Used for QNCR","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia","51095","Nitrogen, ammonia (NH3-N), (sludge)",1,"7664417","152389",.00111,"Pollutant Not Used for QNCR","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia","00151","Nitrogen, ammonia per cfs of streamflw",9,"7664417","152389",.00111,"Group 1","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia","00611","Nitrogen, ammonia in bottom deposits",121,"7664417","152389",.00111,"Group 1","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia","00175","Nitrogen, ammonia, percent removal",2,"7664417","152389",.00111,"Group 1","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia as N","00610","Nitrogen, ammonia total (as N)",34571,"7664417","152389",.00111,"Group 1","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia as NH3","61574","Ammonia (as N) + unionized ammonia",2187,"7664417","152389",.00111,"Group 1","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia as NH3","34726","Nitrogen, ammonia, total (as NH3)",901,"7664417","152389",.00111,"Group 1","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia as NH3","51085","Nitrogen, ammonia (NH3-N)",29,"7664417","152389",.00111,"Pollutant Not Used for QNCR","Y","","","","","","","Y","Y","","","","","",""
"375","Ammonia","82294","Nitrogen, ammonia, sludge, tot dry wgt",318,"7664417","152389",.00111,"Group 1","Y","","","","","","","Y","Y","","","","","",""
"3887","Storm Event","51886","Hours Since Last Storm Event",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"3887","Storm Event","51884","Date of Storm Event",681,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"3917","Sulfur","80107","Sulfur, total",7,"7704349","152744",.0000056,"Group 1","","","","","","","","","","","","","","",""
"3917","Sulfur","00441","Sulphur, total elemental",25,"7704349","152744",.0000056,"Group 1","","","","","","","","","","","","","","",""
"3932","Sulfur trioxide","51531","Sulfur Trioxide",0,"7446119","150375",,"Pollutant Not Used for QNCR","","","","","","","","Y","","","","","","",""
"4008","Tantalum","82318","Tantalum, total",3,"7440257","149872",.05,"Pollutant Not Used for QNCR","","","","","","Y","","","","","","","","",""
"4068","Thallium","01059","Thallium, total (as Tl)",790,"7440280","149898",2.85,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"4068","Thallium","00982","Thallium, total recoverable",1835,"7440280","149898",2.85,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"4068","Thallium","01324","Thallium, potentially dissolvd",378,"7440280","149898",2.85,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"4068","Thallium","01124","Thallium, acid soluble",0,"7440280","149898",2.85,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"4068","Thallium","51787","Thallium, calculated limit",9,"7440280","149898",2.85,"Group 2","","","","","","","Y","","Y","","","","","",""
"4068","Thallium","01057","Thallium, dissolved (as Tl)",49,"7440280","149898",2.85,"Group 2","","","","","","Y","Y","","Y","","","","","",""
"4068","Thallium","34480","Thallium in bottom deposits (dry wgt)",1,"7440280","149898",2.85,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"4073","Thermal discharge","51414","Thermal Discharge",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"4073","Thermal discharge","78737","Thermal discharge",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"4078","Thiourea","73647","Thiourea",0,"62566","3665",,"Group 2","","","","","","","","","Y","","","","","",""
"4082","Thorium-232","22501","Thorium 232",3,"7440291","149906",,"Pollutant Not Used for QNCR","","","","","","Y","","","","","","","","",""
"4082","Thorium-232","26631","Thorium 232 pci/g of dry solids",0,"7440291","149906",,"Group 2","","","","","","Y","","","","","","","","",""
"4088","Titanium","00984","Titanium, total recoverable",21,"7440326","149930",.02,"Pollutant Not Used for QNCR","","","","","","Y","","","","","","","","",""
"4088","Titanium","01150","Titanium, dissolved (as Ti)",2,"7440326","149930",.02,"Group 2","","","","","","Y","","","","","","","","",""
"4088","Titanium","01153","Titanium, total dry weight (as Ti)",0,"7440326","149930",.02,"Group 2","","","","","","Y","","","","","","","","",""
"4088","Titanium","01152","Titanium, total (as Ti)",93,"7440326","149930",.02,"Group 2","","","","","","Y","","","","","","","","",""
"4146","Coliform, total MF, immed, m-endo med 35 C","31505","Coliform, tot, MPN, completed, (100 mL)",11,"","",,"Pollutant Not Used for QNCR","","","","","Y","","","","","","","","","",""
"4146","Coliform, total MF, immed, m-endo med 35 C","31503","Coliform, total MF, delayed, m-endo med",0,"","",,"Pollutant Not Used for QNCR","","","","","Y","","","","","","","","","",""
"4146","Coliform, total MF, immed, m-endo med 35 C","31502","Coliform, total 10/mL",0,"","",,"Pollutant Not Used for QNCR","","","","","Y","","","","","","","","","",""
"4146","Total coliforms","51694","Coliform, total - % samples exceeding limit",3,"","761700",,"Pollutant Not Used for QNCR","","","","","Y","","","","","","","","","",""
"4146","Coliform, total MF, immed, m-endo med 35 C","31501","Coliform, total MF, immed, m-endo med 35 C",5,"","",,"Pollutant Not Used for QNCR","","","","","Y","","","","","","","","","",""
"4146","Coliform, total MF, immed, m-endo med 35 C","31504","Coliform, total MF, immed, les endo agar",0,"","",,"Pollutant Not Used for QNCR","","","","","Y","","","","","","","","","",""
"4146","Coliform, total MF, immed, m-endo med 35 C","74056","Coliform, total general",965,"","",,"Pollutant Not Used for QNCR","","","","","Y","","","","","","","","","",""
"4151","Solids, total dissolved","82063","Residue, total filterable",0,"","",,"Group 1","","","","","","","","","","","","","","",""
"4151","Solids, total dissolved","52190","Solids, total dissolved (inorganic)",2,"","",,"Group 1","","","","","","","","","","","","","","",""
"4151","Solids, total dissolved","03613","Solids, total dissolved, total tons",3,"","",,"Group 1","","","","","","","","","","","","","","",""
"4151","Solids, total dissolved","70300","Solids, total dissolved- 180 deg. C",1489,"","",,"Group 1","","","","","","","","","","","","","","",""
"4151","Solids, total dissolved","70296","Solids, total dissolved (TDS)",1054,"","",,"Group 1","","","","","","","","","","","","","","",""
"4151","Solids, total dissolved","70295","Solids, total dissolved",9191,"","",,"Group 1","","","","","","","","","","","","","","",""
"4151","Solids, total dissolved","81015","Residue, total filterable",0,"","",,"Group 1","","","","","","","","","","","","","","",""
"4234","Toxaphene","39403","Toxaphene, dry weight",0,"8001352","156919",30017.4,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"4234","Toxaphene","39400","Toxaphene",877,"8001352","156919",30017.4,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"4245","Toxicity","00187","Toxicity",9,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4245","Toxicity","04314","Drill cuttings, toxicity",30,"","1647064",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"4245","Toxicity","03598","Toxicity",35,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"428","Anthracene","34220","Anthracene",3042,"120127","31013",2.54,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"4324","1,2,3-Trimethylbenzene","51565","1,2,3-Trimethyl Benzene",0,"526738","50153",,"Group 2","","","","","","","","","","","","","","",""
"4419","Urea","71800","Urea",12,"57136","2451",.000112,"Group 2","","","","","","","","","","","","","","",""
"4448","Vanadium","82061","Vanadium, total",1,"7440622","150193",.28,"Group 1","","","","","","Y","","","Y","","","","","",""
"4448","Vanadium","01128","Vanadium, total recoverable",100,"7440622","150193",.28,"Group 1","","","","","","Y","","","Y","","","","","",""
"4448","Vanadium","01088","Vanadium, total dry weight (as V)",1,"7440622","150193",.28,"Group 1","","","","","","Y","","","Y","","","","","",""
"4448","Vanadium","01086","Vanadium, suspended (as V)",0,"7440622","150193",.28,"Group 1","","","","","","Y","","","Y","","","","","",""
"4448","Vanadium","01087","Vanadium, total (as V)",139,"7440622","150193",.28,"Group 1","","","","","","Y","","","Y","","","","","",""
"4448","Vanadium","01085","Vanadium, dissolved (as V)",5,"7440622","150193",.28,"Group 1","","","","","","Y","","","Y","","","","","",""
"447","Aroclor (unspecified)","51692","PCB-Aroclor (mixture unspecified)",2,"12767792","",,"Group 2","","","","","","","","Y","","","","","","",""
"448","Aroclor 1016","39514","PCB-1016, bot. sed., dry weight",0,"12674112","182782",9136,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"448","Aroclor 1016","34671","PCB-1016",863,"12674112","182782",9136,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"451","Aroclor 1232","39492","PCB-1232",850,"11141165","173583",9136,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"451","Aroclor 1232","39495","PCB-1232 bot. dep., dry solid",0,"11141165","173583",9136,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"454","Aroclor 1248","39500","PCB-1248",872,"12672296","182766",9136,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"454","Aroclor 1248","39503","PCB-1248, bot. dep.,dry solid",1,"12672296","182766",9136,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"457","Aroclor 1260","39508","PCB-1260",875,"11096825","173021",9136,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"457","Aroclor 1260","39511","PCB-1260, bot. dep., dry solid",0,"11096825","173021",9136,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"460","Aroclor 1268","51581","Arochlor 1268",2,"11100144","",9136,"Group 2","","","","","","","","","","","","","","",""
"460","Aroclor 1268","81650","PCB-1268, Aroclor 1268",1,"11100144","173120",,"Group 2","","","","","","","","","","","","","","",""
"4647","Freshwater in drilling fluids","72049","Freshwater in drilling fluids",0,"7732185","153171",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"467","Arsenic","01000","Arsenic, dissolved (as As)",216,"7440382","149989",3.47,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"467","Arsenic","01003","Arsenic, dry weight",629,"7440382","149989",3.47,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"467","Arsenic","01252","Arsenic",51,"7440382","149989",3.47,"Pollutant Not Used for QNCR","","","","","","Y","Y","Y","Y","","","","","",""
"467","Arsenic","00978","Arsenic, total recoverable",5470,"7440382","149989",3.47,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"467","Arsenic","01309","Arsenic, potentially dissolvd",483,"7440382","149989",3.47,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"467","Arsenic","61521","Arsenic, sludge tot. dry wt (as As)",395,"7440382","149989",3.47,"Pollutant Not Used for QNCR","","","","","","Y","Y","Y","Y","","","","","",""
"467","Arsenic","01002","Arsenic, total (as As)",14492,"7440382","149989",3.47,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"467","Arsenic","49565","Arsenic total, dry weight, sludge",150,"7440382","149989",3.47,"Pollutant Not Used for QNCR","","","","","","Y","Y","Y","Y","","","","","",""
"467","Arsenic","00997","Arsenic, Inorganic",21,"7440382","149989",3.47,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"467","Arsenic","0978A","Arsenic, total recoverable",0,"7440382","149989",,"Group 2","","","","","","","","","Y","","","","","",""
"4677","Whole effluent toxicity","TCB6A","% Effect Static 96HR Acute Cyprinodeon variegas",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WBP6L","Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d A affinis",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WEP6L","Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d A affinis",46,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","T8K1D","% Effect/ Pass/Fail Static 48HR Chronic Macrocystis pyrifera",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","TRB6A","% Survival Static 96HR Acute Cyprinodeon variegas",2,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WBP3Q","Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d H costata",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","TCN6I","%Effect Static Renewal 96Hr Acute Oncorhynchus mykiss",12,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN6L","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr A affinis",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN6H","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C leedsi",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN3D","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr D pulex",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WBP6J","Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d M beryllina",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WBP6C","Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d P promelas",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WGR1E","Chronic Mthd Growth Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static96hr R subcapitata",62,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WB33L","Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static40min S purpuratus",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN3E","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr A bahia",3,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","22416","Whole effluent toxicity - retest #2",3560,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN3Q","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr H costata",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WAN3E","Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr A bahia",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WAN3Q","Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr H costata",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WI33N","Chronic Mthd Fertilization Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static40min D excentricus",47,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WH23N","Chronic Mthd Larval Development Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Stat72hr D excentricus",9,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WMK1D","Chronic Mthd Sublethal Endpt Germ Tube Length, TSTcHo R/nR Pass/Fail, Static48hr M pyrifera",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","TII6J","LC50 Pass/Fail Static 24Hr Acute Menidia beryllina",2,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","51938","Miscellaneous Discharge Toxicity [Subsea Discharges] [Mysidopsis bahia]",102,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","TCN1E","%Effect Static Renewal 96Hr Acute Raphidocelis subcapita",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN6A","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C variegatus",2,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN3C","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr D magna",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN3Y","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr H azteca",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN6J","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr M beryllina",3,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN6I","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr O mykiss",7,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN6N","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr S fontinalis",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WAN6L","Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr A affinis",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WAN3B","Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr C dubia",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WCP3E","Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d A bahia",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","04313","Drill cuttings, end of well, 96-hr LC50",30,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WDN3B","Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C dubia",6,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WB33N","Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static40min D excentricus",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WH23L","Chronic Mthd Larval Development Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Stat72hr S purpuratus",9,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","TGB3E","Pass/Fail Static 96HR Acute Americamysis bahia",1,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","TWP6J","Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Menidia beryllina",42,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","51923","Whole Effluent Toxicity  [WET] - D. magna",84,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WCP3Q","Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d H costata",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","T8K3R","% Effect/ Pass/Fail Static 48HR Chronic Haliotis rufescens",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WCP6J","Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d M beryllina",0,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"4677","Whole effluent toxicity","WCP6C","Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d P promelas",13,"","1647379",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
